Year,TreeID,Habitat,d13C,d13Catm,D13C,CO2.alt,CO2.mean,Ci,Ci_Ca.Paulo,iWUE,Neutral.3800,Neutral.3600,Neutral.Paulo,C_ug,Plot,BAI.mm,RW,RWI,BAI.cum,Radius,DBH,CA,Max.CA,Aspect,BAI.cm,BAI.cum.cm,Age_Class,logBAI.cm,max.DBH
1898,B16P1,Upstream,-24.12559121,-6.6,17.6420286,210.61,294.9,172.7908953,0.585930469,76.31819044,76.40170564,75.93436564,57.00042425,566.74,B16,3344.327189,4.967,2.288059597,37767.61972,109.644,219.288,21,138,South,33.44327189,377.6761972,Mature,3.509850627,68.762
1899,A24P1,Upstream,-23.6959697,-6.63,17.17987225,210.82,295.3,166.9865609,0.565481073,80.19589944,76.58417108,76.11683108,57.25042425,564.21,A24,3164.577651,7.232,2.645272178,16860.55418,73.259,146.518,12,128,South,31.64577651,168.6055418,Mature,3.454604696,66.7848
1899,A8P4,Downstream,-24.64584341,-8.382,18.13608566,210.82,295.3,190.5298078,0.645207612,72.38699959,76.58417108,76.11683108,57.25042425,611.23,A8,73.38745359,2.948,0.952761167,92.83436451,5.436,10.872,2,118,South,0.733874536,0.928343645,Mature,-0.309417197,62.6744
1899,B16P1,Upstream,-24.74852253,-6.61,18.23945008,210.82,295.3,180.8313987,0.612365048,71.54287583,76.58417108,76.11683108,57.25042425,573.97,B16,3523.827998,5.001,2.311165197,41291.44772,114.645,229.29,22,138,South,35.23827998,412.9144772,Mature,3.562132991,68.762
1902,A24P1,Upstream,-23.78092652,-6.64,17.25550306,211.46,296.6,168.714257,0.568827569,79.92858939,77.17718376,76.70984376,58.06292425,545.76,A24,3121.524612,5.656,2.090783983,25824.33843,90.665,181.33,15,128,South,31.21524612,258.2433843,Mature,3.440906633,66.7848
1902,A8P4,Downstream,-25.06686353,-8.41,18.55003577,211.46,296.6,196.8013267,0.663524365,69.31027078,77.17718376,76.70984376,58.06292425,553.33,A8,171.5585546,2.388,0.781820643,500.9784205,12.628,25.256,5,118,South,1.715585546,5.009784205,Mature,0.539754449,62.6744
1902,B16P1,Upstream,-23.51461941,-6.62,17.00720712,210.4,296.6,165.4556474,0.557841023,81.96522035,77.17718376,76.70984376,58.06292425,561.58,B16,4268.671791,5.438,2.537247279,51191.55423,127.651,255.302,25,138,South,42.68671791,511.9155423,Mature,3.753887816,68.762
1903,A24P1,Upstream,-24.06337193,-6.65,17.52994607,211.68,297,172.5484063,0.580971065,77.78224604,77.3596492,76.8923092,58.31292425,558.05,A24,3300.742596,5.62,2.084702375,29125.08102,96.285,192.57,16,128,South,33.00742596,291.2508102,Mature,3.496732565,66.7848
1903,A8P4,Downstream,-25.09010243,-6.62,18.59318934,210.61,297,197.6336194,0.665433062,69.04930213,77.3596492,76.8923092,58.31292425,585.35,A8,272.8996012,3.067,1.008386088,773.8780217,15.695,31.39,6,118,South,2.728996012,7.738780217,Mature,1.00393378,62.6744
1903,B16P1,Upstream,-24.01054726,-6.62,17.50643989,210.61,297,172.2394977,0.579930969,77.97531394,77.3596492,76.8923092,58.31292425,561.58,B16,3911.427502,4.787,2.240540181,55102.98173,132.438,264.876,26,138,South,39.11427502,551.0298173,Mature,3.66648749,68.762
1904,A24P1,Upstream,-24.32980398,-6.65,17.79816176,211.89,297.5,176.3696072,0.592839016,75.70649551,77.587731,77.120391,58.62542425,565.23,A24,3237.840971,5.211,1.939663533,32362.92199,101.496,202.992,17,128,South,32.37840971,323.6292199,Mature,3.477491834,66.7848
1904,A8P4,Downstream,-24.62882026,-6.63,18.11894889,210.82,297.5,191.723681,0.644449348,73.06727613,77.587731,77.120391,58.62542425,566.74,A8,360.4756999,3.307,1.091872826,1134.353722,19.002,38.004,7,118,South,3.604756999,11.34353722,Mature,1.282254362,62.6744
1904,B16P1,Upstream,-24.06324733,-6.63,17.54960119,210.82,297.5,173.0976262,0.58184076,77.75148361,77.587731,77.120391,58.62542425,559.52,B16,4939.869081,5.809,2.727393914,60042.85081,138.247,276.494,27,138,South,49.39869081,600.4285081,Mature,3.899923922,68.762
1907,A24P1,Upstream,-23.97446003,-6.66,17.43054748,212.6,298.8,172.2799817,0.576572897,79.07501145,78.18074368,77.71340368,59.43792425,628.17,A24,3302.127473,4.678,1.759127432,41319.5456,114.684,229.368,20,128,South,33.02127473,413.195456,Mature,3.497152043,66.7848
1907,A8P4,Downstream,-24.25788043,-6.64,17.73564511,211.46,298.8,187.4938269,0.62748938,76.55390598,78.18074368,77.71340368,59.43792425,549.2,A8,788.3122388,4.361,1.457834042,3009.339457,30.95,61.9,10,118,South,7.883122388,30.09339457,Mature,2.064724068,62.6744
1907,B16P1,Upstream,-24.30912975,-6.64,17.787237,211.46,298.8,176.9958591,0.59235562,76.12758803,78.18074368,77.71340368,59.43792425,538.89,B16,4472.920113,4.694,2.224390108,74511.81715,154.006,308.012,30,138,South,44.72920113,745.1181715,Mature,3.800626557,68.762
1908,A24P1,Upstream,-23.55990628,-6.67,17.00331841,212.82,299.3,166.9103186,0.557668956,82.74355085,78.40882548,77.94148548,59.75042425,552.93,A24,3628.068003,4.929,1.859744484,44947.6136,119.613,239.226,21,128,South,36.28068003,449.476136,Mature,3.591285369,66.7848
1908,A8P4,Downstream,-24.83137509,-6.65,18.30309064,211.68,299.3,195.3225713,0.652597966,71.98520383,78.40882548,77.94148548,59.75042425,556.42,A8,499.2840873,2.469,0.828721373,3508.623544,33.419,66.838,11,118,South,4.992840873,35.08623544,Mature,1.608005061,62.6744
1908,B16P1,Upstream,-24.15720317,-6.65,17.62440547,211.68,299.3,175.1355998,0.585150684,77.60275011,78.40882548,77.94148548,59.75042425,540.96,B16,4960.745904,5.044,2.397546432,79472.56305,159.05,318.1,31,138,South,49.60745904,794.7256305,Mature,3.904141206,68.762
1909,A24P1,Upstream,-24.56476559,-6.67,18.01492514,213.1,299.7,180.5483657,0.602430316,74.46977144,78.59129092,78.12395092,60.00042425,547.81,A24,3401.934803,4.444,1.682349305,48349.5484,124.057,248.114,22,128,South,34.01934803,483.495484,Mature,3.526929422,66.7848
1909,A8P4,Downstream,-24.70976708,-6.65,18.18066853,211.89,299.7,193.9601632,0.647181058,73.09606313,78.59129092,78.12395092,60.00042425,544.05,A8,456.8165467,2.109,0.710747336,3965.440091,35.528,71.056,12,118,South,4.568165467,39.65440091,Mature,1.519111695,62.6744
1909,B16P1,Upstream,-24.10434935,-6.65,17.57119782,211.89,299.7,174.6640701,0.582796364,78.14745616,78.59129092,78.12395092,60.00042425,546.11,B16,5864.574671,5.764,2.748096473,85337.13772,164.814,329.628,32,138,South,58.64574671,853.3713772,Mature,4.071515053,68.762
1912,A24P1,Upstream,-24.99564969,-6.69,18.42893929,213.74,301,186.8456074,0.620749526,71.34649537,79.1843036,78.7169636,60.81292425,564.21,A24,2655.132962,3.177,1.214633628,56916.73676,134.6,269.2,25,128,South,26.55132962,569.1673676,Mature,3.279079826,66.7848
1912,A8P4,Downstream,-24.51998537,-6.66,17.97973037,212.6,301,192.1254003,0.638290366,75.08576209,79.1843036,78.7169636,60.81292425,577.07,A8,806.4045515,3.007,1.025516249,6133.376027,44.185,88.37,15,118,South,8.064045515,61.33376027,Mature,2.087415356,62.6744
1912,B16P1,Upstream,-24.10767524,-6.66,17.56465585,212.6,301,175.3345757,0.582506896,78.5408902,79.1843036,78.7169636,60.81292425,541.99,B16,5332.482586,4.825,2.321166486,99881.86867,178.307,356.614,35,138,South,53.32482586,998.8186867,Mature,3.976401999,68.762
1913,A24P1,Upstream,-25.04799697,-6.69,18.48163914,214.03,301.3,187.7344191,0.623081378,70.97848806,79.32115268,78.85381268,61.00042425,573.44,A24,3224.309532,3.76,1.442201658,60141.04629,138.36,276.72,26,128,South,32.24309532,601.4104629,Mature,3.473303922,66.7848
1913,A8P4,Downstream,-24.79556683,-6.67,18.24727616,212.82,301.3,195.8838835,0.650129052,72.9312968,79.32115268,78.85381268,61.00042425,568.81,A8,491.9976124,1.738,0.595052624,6625.373639,45.923,91.846,16,118,South,4.919976124,66.25373639,Mature,1.593303678,62.6744
1913,B16P1,Upstream,-24.26324638,-6.67,17.71138129,212.82,301.3,177.4654506,0.588999172,77.39659337,79.32115268,78.85381268,61.00042425,539.93,B16,6184.134934,5.437,2.623331723,106066.0036,183.744,367.488,36,138,South,61.84134934,1060.660036,Mature,4.124572224,68.762
1914,A24P1,Upstream,-24.20881718,-6.7,17.62691753,214.24,301.4,176.3979178,0.585261837,78.12630136,79.36676904,78.89942904,61.06292425,546.79,A24,2576.804192,2.933,1.12862891,62717.85048,141.293,282.586,27,128,South,25.76804192,627.1785048,Mature,3.249135039,66.7848
1914,A8P4,Downstream,-24.55184805,-6.67,18.00192086,213.1,301.4,192.6767686,0.639272623,75.00058219,79.36676904,78.89942904,61.06292425,557.45,A8,684.5098109,2.314,0.795339021,7309.88345,48.237,96.474,17,118,South,6.845098109,73.0988345,Mature,1.923532792,62.6744
1914,B16P1,Upstream,-24.04475239,-6.67,17.49142016,213.1,301.4,174.5908866,0.579266379,79.25569588,79.36676904,78.89942904,61.06292425,551.26,B16,4868.883837,4.17,2.017935492,110934.8874,187.914,375.828,37,138,South,48.68883837,1109.348874,Mature,3.885449812,68.762
1917,A24P1,Upstream,-23.31084061,-6.71,16.71298474,214.95,302.4,164.7542737,0.544822334,86.02857896,79.82293264,79.35559264,61.68792425,628.17,A24,3713.892475,3.949,1.534177817,72253.28749,151.654,303.308,30,128,South,37.13892475,722.5328749,Mature,3.614665604,66.7848
1917,A8P4,Downstream,-24.51273852,-6.71,17.92300186,214.95,302.4,192.2605188,0.635782139,75.9094092,79.82293264,79.35559264,61.68792425,684.35,A8,1015.273298,2.852,0.991542989,10598.58658,58.083,116.166,20,118,South,10.15273298,105.9858658,Mature,2.317742928,62.6744
1917,B16P1,Upstream,-24.3136516,-6.69,17.74234791,213.74,302.4,178.5276994,0.590369376,77.42018785,79.82293264,79.35559264,61.68792425,541.99,B16,4795.487653,3.843,1.875984182,126321.7866,200.523,401.046,40,138,South,47.95487653,1263.217866,Mature,3.870260496,68.762
1918,A24P1,Upstream,-23.36399223,-6.71,16.76649541,215.16,302.8,165.6891509,0.547190063,85.69428066,80.00539808,79.53805808,61.93792425,539.62,A24,4274.042272,4.421,1.722958422,76527.32976,156.075,312.15,31,128,South,42.74042272,765.2732976,Mature,3.75514514,66.7848
1918,A8P4,Downstream,-25.08780551,-6.69,18.52171579,213.74,302.8,200.5363104,0.662273152,70.99625164,80.00539808,79.53805808,61.93792425,559.52,A8,1364.600381,3.626,1.265384562,11963.18696,61.709,123.418,21,118,South,13.64600381,119.6318696,Mature,2.613446718,62.6744
1918,B16P1,Upstream,-24.2700425,-6.69,17.6984451,214.03,302.8,178.1756272,0.588426774,77.89023298,80.00539808,79.53805808,61.93792425,531.69,B16,6802.052861,5.328,2.608380743,133123.8395,205.851,411.702,41,138,South,68.02052861,1331.238395,Mature,4.219809551,68.762
1919,A24P1,Upstream,-23.34205689,-6.72,16.73451282,215.45,303,165.3697957,0.545774903,86.01887767,80.0966308,79.6292908,62.06292425,552.93,A24,3581.08136,3.61,1.411297803,80108.41112,159.685,319.37,32,128,South,35.8108136,801.0841112,Mature,3.578249904,66.7848
1919,A8P4,Downstream,-24.49685237,-6.69,17.92678255,214.03,303,192.6924477,0.635948672,76.02834316,80.0966308,79.6292908,62.06292425,537.86,A8,1389.391201,3.485,1.220725551,13352.57817,65.194,130.388,22,118,South,13.89391201,133.5257817,Mature,2.631450759,62.6744
1919,B16P1,Upstream,-24.5532967,-6.7,17.97372063,214.24,303,181.9839536,0.600607107,75.63502903,80.0966308,79.6292908,62.06292425,548.17,B16,5419.077053,4.148,2.036509154,138542.9166,209.999,419.998,42,138,South,54.19077053,1385.429166,Mature,3.992510609,68.762
1922,A24P1,Upstream,-24.16739863,-6.73,17.55554746,216.16,304.1,177.0177869,0.58210387,79.42638319,80.59841076,80.13107076,62.75042425,557.03,A24,4243.887264,4.006,1.58067938,91443.69102,170.609,341.218,35,128,South,42.43887264,914.4369102,Mature,3.74806475,66.7848
1922,A8P4,Downstream,-24.87174189,-6.7,18.29431379,214.24,304.1,198.3375152,0.652211494,73.21347278,80.59841076,80.13107076,62.75042425,538.89,A8,2145.368855,4.582,1.622783475,18534.69325,76.81,153.62,25,118,South,21.45368855,185.3469325,Mature,3.065896591,62.6744
1922,B16P1,Upstream,-25.36247659,-6.71,18.77848019,214.95,304.1,193.4732667,0.636215938,69.14170834,80.59841076,80.13107076,62.75042425,547.14,B16,5990.29207,4.351,2.154354988,153847.042,221.294,442.588,45,138,South,59.9029207,1538.47042,Mature,4.092725264,68.762
1923,A24P1,Upstream,-24.03318178,-6.74,17.41052874,216.37,304.5,175.2967258,0.575687113,80.75204639,80.7808762,80.3135362,63.00042425,557.03,A24,3974.246176,3.668,1.451731327,95417.9372,174.277,348.554,36,128,South,39.74246176,954.179372,Mature,3.682420182,66.7848
1923,A8P4,Downstream,-25.4252405,-6.71,18.84166809,215.16,304.5,205.973266,0.676431087,68.70055491,80.7808762,80.3135362,63.00042425,545.08,A8,1876.249347,3.794,1.348578919,20410.9426,80.604,161.208,26,118,South,18.76249347,204.109426,Mature,2.931859849,62.6744
1923,B16P1,Upstream,-25.15422563,-6.71,18.56882243,215.16,304.5,190.9029394,0.626939046,70.9981629,80.7808762,80.3135362,63.00042425,509.05,B16,5118.34115,3.651,1.812813544,158965.3832,224.945,449.89,46,138,South,51.1834115,1589.653832,Mature,3.935415485,68.762
1924,A24P1,Upstream,-24.50860976,-6.74,17.88918285,216.66,304.9,181.9845952,0.596866498,76.82212799,80.96334164,80.49600164,63.25042425,556.01,A24,5079.942776,4.579,1.81778962,100497.88,178.856,357.712,37,128,South,50.79942776,1004.9788,Mature,3.92788509,66.7848
1924,A8P4,Downstream,-25.0405736,-6.72,18.44452078,215.45,304.9,200.8859792,0.658858574,72.13953579,80.96334164,80.49600164,63.25042425,549.2,A8,2045.243733,3.942,1.406234948,22456.18633,84.546,169.092,27,118,South,20.45243733,224.5618633,Mature,3.01810206,62.6744
1924,B16P1,Upstream,-24.88032586,-6.72,18.28318889,215.45,304.9,187.3001899,0.614300393,73.4998813,80.96334164,80.49600164,63.25042425,544.05,B16,4780.090864,3.357,1.671471696,163745.474,228.302,456.604,47,138,South,47.80090864,1637.45474,Mature,3.867044649,68.762
1927,A24P1,Upstream,-23.48732582,-6.75,16.85107055,217.37,306.2,168.6954779,0.550932325,85.94032629,81.55635432,81.08901432,64.06292425,566.96,A24,5481.227193,4.634,1.856222259,114092.9845,190.57,381.14,40,128,South,54.81227193,1140.929845,Mature,4.003914109,66.7848
1927,A8P4,Downstream,-24.58296475,-6.75,17.9541553,217.37,306.2,195.09904,0.637162116,76.59949247,81.55635432,81.08901432,64.06292425,501.41,A8,2800.674021,4.653,1.677624179,30247.64089,98.123,196.246,30,118,South,28.00674021,302.4764089,Mature,3.332445203,62.6744
1927,B16P1,Upstream,-25.02272176,-6.73,18.41666592,216.16,306.2,189.907217,0.620206457,72.68298935,81.55635432,81.08901432,64.06292425,543.02,B16,2996.834677,2.021,1.014596696,176479.4768,237.013,474.026,50,138,South,29.96834677,1764.794768,Mature,3.400141717,68.762
1928,A24P1,Upstream,-23.32229638,-6.76,16.67501951,217.58,306.6,166.5274771,0.543142456,87.54532682,81.73881976,81.27147976,64.31292425,545.76,A24,5617.378544,4.635,1.862123965,119710.363,195.205,390.41,41,128,South,56.17378544,1197.10363,Mature,4.028450197,66.7848
1928,B16P1,Upstream,-25.10265601,-6.74,18.48726014,216.37,306.6,191.1130071,0.623330095,72.17937058,81.73881976,81.27147976,64.31292425,528.6,B16,3545.537867,2.369,1.192538329,180025.0147,239.382,478.764,51,138,South,35.45537867,1800.250147,Mature,3.568274967,68.762
1929,A24P1,Upstream,-23.70415858,-6.76,17.05948067,217.79,307.2,172.0793125,0.560154012,84.45042971,82.01251792,81.54517792,64.68792425,547.81,A24,4316.285116,3.488,1.405441176,124026.6481,198.693,397.386,42,128,South,43.16285116,1240.266481,Mature,3.764980198,66.7848
1929,A8P4,Downstream,-25.04981895,-6.73,18.44394671,216.16,307.2,202.3936664,0.658833549,72.68859431,82.01251792,81.54517792,64.68792425,553.33,A8,3002.652341,4.535,1.646513992,36403.03531,107.645,215.29,32,118,South,30.02652341,364.0303531,Mature,3.402081105,62.6744
1929,B16P1,Upstream,-25.39767878,-6.74,18.78428486,216.66,307.2,195.5244385,0.636472781,69.79722597,82.01251792,81.54517792,64.68792425,541.99,B16,4111.302014,2.718,1.371925455,184136.3167,242.1,484.2,52,138,South,41.11302014,1841.363167,Mature,3.716324863,68.762
1932,A24P1,Upstream,-23.66111468,-6.78,16.99634993,218.43,308.3,171.8342781,0.557360616,85.29107621,82.51429788,82.04695788,65.37542425,549.86,A24,3192.487862,2.474,1.005595812,134111.2344,206.613,413.226,45,128,South,31.92487862,1341.112344,Mature,3.4633856,66.7848
1932,A8P4,Downstream,-24.59631314,-6.74,17.97748136,216.37,308.3,196.755169,0.638193866,76.92595396,82.51429788,82.04695788,65.37542425,537.86,A8,3386.062959,4.549,1.668653577,45800.11868,120.742,241.484,35,118,South,33.86062959,458.0011868,Mature,3.52225297,62.6744
1932,B16P1,Upstream,-24.87392562,-6.75,18.2470935,217.37,308.3,188.8964127,0.612703252,74.62724208,82.51429788,82.04695788,65.37542425,539.93,B16,7456.842904,4.694,2.388404494,204568.959,255.179,510.358,55,138,South,74.56842904,2045.68959,Mature,4.311717214,68.762
1933,A24P1,Upstream,-23.60963116,-6.78,16.94451497,218.65,308.9,171.4602068,0.555067034,85.89987072,82.78799604,82.32065604,65.75042425,549.86,A24,3357.092464,2.57,1.047622616,137468.3269,209.183,418.366,46,128,South,33.57092464,1374.683269,Mature,3.513660354,66.7848
1933,A8P4,Downstream,-24.54677076,-6.74,17.9276028,216.66,308.9,196.4563381,0.63598685,77.50175592,82.78799604,82.32065604,65.75042425,538.89,A8,4480.380905,5.768,2.122964459,50280.49958,126.51,253.02,36,118,South,44.80380905,502.8049958,Mature,3.802293159,62.6744
1933,B16P1,Upstream,-24.83282068,-6.76,18.19582445,217.58,308.9,188.563282,0.61043471,75.21044874,82.78799604,82.32065604,65.75042425,541.99,B16,5154.730991,3.195,1.629988689,209723.6899,258.374,516.748,56,138,South,51.54730991,2097.236899,Mature,3.942500025,68.762
1934,A24P1,Upstream,-23.75456509,-6.78,17.09043826,218.86,309.3,173.6793166,0.561523817,84.76292715,82.97046148,82.50312148,66.00042425,544.74,A24,4112.633911,3.106,1.269737784,141580.9608,212.289,424.578,47,128,South,41.12633911,1415.809608,Mature,3.716648771,66.7848
1934,A8P4,Downstream,-24.2938984,-6.76,17.65323426,217.79,309.3,192.9560018,0.623847403,79.94896688,82.97046148,82.50312148,66.00042425,541.99,A8,4469.393289,5.503,2.032237039,54749.89287,132.013,264.026,37,118,South,44.69393289,547.4989287,Mature,3.799837763,62.6744
1934,B16P1,Upstream,-24.71229276,-6.76,18.07447622,217.79,309.3,187.1467033,0.605065319,76.34581044,82.97046148,82.50312148,66.00042425,540.96,B16,5062.767039,3.1,1.585690079,214786.457,261.474,522.948,57,138,South,50.62767039,2147.86457,Mature,3.924498272,68.762
1937,A24P1,Upstream,-24.10722263,-6.8,17.42571751,219.43,310.6,179.0171619,0.576359182,82.23927383,83.56347416,83.09613416,66.81292425,523.67,A24,3197.236948,2.317,0.955254715,153129.0288,220.777,441.554,50,128,South,31.97236948,1531.290288,Mature,3.464872076,66.7848
1937,A8P4,Downstream,-24.94363262,-6.8,18.26785403,219.43,310.6,202.2144139,0.651044475,75.0056565,83.56347416,83.09613416,66.81292425,570.41,A8,4703.794337,5.158,1.923847028,68552.38844,147.719,295.438,40,118,South,47.03794337,685.5238844,Mature,3.850954582,62.6744
1937,B16P1,Upstream,-25.08986621,-6.78,18.43485452,218.43,310.6,192.886098,0.621011262,73.57118874,83.56347416,83.09613416,66.81292425,534.77,B16,2477.990082,1.487,0.766585482,222228.0372,265.965,531.93,60,138,South,24.77990082,2222.280372,Mature,3.210032874,68.762
1938,A24P1,Upstream,-23.29504835,-6.8,16.60798263,219.64,311,167.9948052,0.540176223,89.37824672,83.7459396,83.2785996,67.06292425,548.83,A24,5486.031555,3.92,1.620661609,158615.0604,224.697,449.394,51,128,South,54.86031555,1586.150604,Mature,4.004790237,66.7848
1938,B16P1,Upstream,-24.82339533,-6.78,18.16656464,218.65,311,189.4425488,0.609140028,75.97340701,83.7459396,83.2785996,67.06292425,540.96,B16,2582.636753,1.541,0.796473961,224810.6739,267.506,535.012,61,138,South,25.82636753,2248.106739,Mature,3.251395967,68.762
1939,A24P1,Upstream,-23.68452029,-6.81,16.99022371,219.86,311.2,173.3662664,0.557089545,86.14608353,83.83717232,83.36983232,67.18792425,553.96,A24,6434.056751,4.512,1.87060353,165049.1171,229.209,458.418,52,128,South,64.34056751,1650.491171,Mature,4.164190342,66.7848
1939,A8P4,Downstream,-24.45767744,-6.78,17.79835025,218.43,311.2,196.1397807,0.630269218,79.19118918,83.83717232,83.36983232,67.18792425,540.96,A8,4679.804407,4.796,1.800518999,78126.20622,157.697,315.394,42,118,South,46.79804407,781.2620622,Mature,3.845841409,62.6744
1939,B16P1,Upstream,-25.19898454,-6.78,18.54471773,218.86,311.2,194.7715113,0.625872466,72.76780541,83.83717232,83.36983232,67.18792425,537.86,B16,2072.124331,1.23,0.637364156,226882.7983,268.736,537.472,62,138,South,20.72124331,2268.827983,Mature,3.031159421,68.762
1947,A24P1,Upstream,-24.26849854,-6.84,17.54853049,221.21,310.4,180.5886665,0.581793384,81.13208342,83.47224144,83.00490144,66.68792425,548.93,A24,3096.143468,2.025,0.857935809,187580.9703,244.354,488.708,60,128,South,30.96143468,1875.809703,Mature,3.432742387,66.7848
1947,A24P4,Upstream,-25.75344625,-6.84,19.04370519,221.21,310.4,201.1241634,0.647951557,68.2973979,83.47224144,83.00490144,66.68792425,594.13,A24,148.7004239,4.247,1.171910883,186.0715566,7.696,15.392,2,70,South,1.487004239,1.860715566,Young,0.396763518,40.551
1947,A8P4,Downstream,-24.2362919,-6.84,17.51610204,221.21,310.4,191.7597252,0.61778262,81.41045153,83.47224144,83.00490144,66.68792425,642.2584363,A8,2808.167097,2.441,0.939828928,106726.246,184.315,368.63,50,118,South,28.08167097,1067.26246,Mature,3.335117085,62.6744
1947,B16P1,Upstream,-23.9589963,-6.8,17.23689667,219.43,310.4,176.3085278,0.568004278,83.80717015,83.47224144,83.00490144,66.68792425,533.74,B16,4014.988285,2.256,1.192697952,254057.8981,284.375,568.75,70,138,South,40.14988285,2540.578981,Mature,3.692619523,68.762
1948,A24P1,Upstream,-24.32852862,-6.85,17.59908233,221.42,310.5,181.3413745,0.584030192,80.72414091,83.5178578,83.0505178,66.75042425,544.74,A24,2711.897171,1.76,0.747638004,190292.8675,246.114,492.228,61,128,South,27.11897171,1902.928675,Mature,3.300233546,66.7848
1948,A24P4,Upstream,-25.44425754,-6.85,18.72250671,221.42,310.5,196.7760325,0.633739235,71.07747971,83.5178578,83.0505178,66.75042425,589.1,A24,362.9795649,5.524,1.534618856,549.0511215,13.22,26.44,3,70,South,3.629795649,5.490511215,Young,1.289176352,40.551
1948,B16P1,Upstream,-23.5541796,-6.8,16.81939244,219.64,310.5,170.6292634,0.549530639,87.4192104,83.5178578,83.0505178,66.75042425,534.77,B16,4165.843543,2.322,1.230603217,258223.7416,286.697,573.394,71,138,South,41.65843543,2582.237416,Mature,3.729503879,68.762
1949,A24P1,Upstream,-24.15732528,-6.85,17.42669816,221.71,310.9,179.2035601,0.576402574,82.31027493,83.70032324,83.23298324,67.00042425,542.69,A24,2217.747455,1.43,0.609056561,192510.615,247.544,495.088,62,128,South,22.17747455,1925.10615,Mature,3.099077114,66.7848
1949,A24P4,Upstream,-25.6251406,-6.85,18.90463737,221.71,310.9,199.5350335,0.641798114,69.60310406,83.70032324,83.23298324,67.00042425,600.18,A24,478.1200038,4.862,1.359744211,1027.171125,18.082,36.164,4,70,South,4.781200038,10.27171125,Young,1.564691569,40.551
1949,B16P1,Upstream,-23.94540611,-6.81,17.21331733,219.86,310.9,176.2681575,0.566960944,84.14490157,83.70032324,83.23298324,67.00042425,538.89,B16,4688.441044,2.591,1.37651993,262912.1827,289.288,578.576,72,138,South,46.88441044,2629.121827,Mature,3.84768522,68.762
1950,A24P1,Upstream,-23.65283421,-6.86,16.90882878,221.92,311.3,172.3008141,0.553487999,86.87449121,83.88278868,83.41544868,67.25042425,556.14,A24,2877.208258,1.843,0.78701648,195387.8232,249.387,498.774,63,128,South,28.77208258,1953.878232,Mature,3.359405562,66.7848
1950,A8P4,Downstream,-24.54677076,-6.78,17.80894009,218.65,311.3,196.349614,0.630740809,79.12546876,83.88278868,83.41544868,67.25042425,592.98,A8,4106.445963,3.441,1.33702041,115394.6431,191.654,383.308,53,118,South,41.06445963,1153.946431,Mature,3.715143018,62.6744
1951,A24P1,Upstream,-24.03462874,-6.86,17.29326051,222.2,311.8,177.8813551,0.570498253,83.69915304,84.11087048,83.64353048,67.56292425,556.14,A24,5254.350643,3.331,1.426146385,200642.1739,252.718,505.436,64,128,South,52.54350643,2006.421739,Mature,3.96164152,66.7848
1951,A8P4,Downstream,-24.2938984,-6.78,17.55432104,218.86,311.8,193.1521428,0.61947448,81.44808349,84.11087048,83.64353048,67.56292425,518.88,A8,3015.490532,2.488,0.969642999,118410.1336,194.142,388.284,54,118,South,30.15490532,1184.101336,Mature,3.406347607,62.6744
1952,A24P1,Upstream,-23.9389307,-6.86,17.19690144,222.49,312.2,176.778435,0.566234577,84.63847813,84.29333592,83.82599592,67.81292425,561.55,A24,5044.229446,3.157,1.355155638,205686.4033,255.875,511.75,65,128,South,50.44229446,2056.864033,Mature,3.920829999,66.7848
1952,A24P4,Upstream,-26.09840243,-6.86,19.37128948,222.49,312.2,206.8157776,0.662446437,65.86513898,84.29333592,83.82599592,67.81292425,601.19,A24,944.8736249,4.886,1.39334049,3467.171109,33.221,66.442,7,70,South,9.448736249,34.67171109,Young,2.245881002,40.551
1952,A8P4,Downstream,-24.45767744,-6.81,17.71923137,219.86,312.2,195.6780301,0.626771397,80.12876015,84.29333592,83.82599592,67.81292425,547.91,A8,3695.197011,3.006,1.175034881,122105.3307,197.148,394.296,55,118,South,36.95197011,1221.053307,Mature,3.609618964,62.6744
1952,B16P1,Upstream,-24.53170008,-6.84,17.79376531,221.21,312.2,185.0236075,0.592644483,79.4852453,84.29333592,83.82599592,67.81292425,537.86,B16,3158.701001,1.718,0.919359517,270586.9787,293.48,586.96,75,138,South,31.58701001,2705.869787,Mature,3.45274596,68.762
1952,B19P1,Upstream,-24.87943358,-6.84,18.14390074,221.21,312.2,189.8604341,0.608137201,76.46222869,84.29333592,83.82599592,67.81292425,562.95,B19,201.1121985,8.001,3.298837244,201.1121985,8.001,16.002,1,64,South,2.011121985,2.011121985,Young,0.698692768,34.2468
1953,A24P1,Upstream,-23.34026909,-6.87,16.58420256,222.77,312.6,168.5301646,0.539124007,90.0436471,84.47580136,84.00846136,68.06292425,536.3,A24,4636.753328,2.868,1.234278213,210323.1566,258.743,517.486,66,128,South,46.36753328,2103.231566,Mature,3.836599501,66.7848
1953,A24P4,Upstream,-24.86842446,-6.87,18.12292898,222.77,312.6,189.8136106,0.607209247,76.74149337,84.47580136,84.00846136,68.06292425,576.01,A24,1073.109664,4.795,1.376072126,4540.280773,38.016,76.032,8,70,South,10.73109664,45.40280773,Young,2.373145755,40.551
