Year,TreeID,Habitat,d13C,d13Catm,D13C,CO2.alt,CO2.mean,Ci,Ci_Ca.Paulo,iWUE,Neutral.3800,Neutral.3600,Neutral.Paulo,C_ug,Plot,BAI.mm,RW,RWI,BAI.cum,Radius,DBH,CA,Max.CA,Aspect,BAI.cm,BAI.cum.cm,Age_Class,logBAI.cm,max.DBH
1882,A7P1,Downstream,-25.22033842,-6.55,18.39079815,207.27,292,180.7660646,0.619061865,66.26982458,75.0788312,74.6114912,55.18792425,639.61,A7,24.46838235,0.894,0.656168448,72.47280088,4.803,9.606,3,136,North,0.244683823,0.724728009,Mature,-1.40778842,35.2948
1883,A7P1,Downstream,-24.60824402,-6.56,17.76478098,207.48,292.5,172.9733822,0.59136199,71.44715084,75.306913,74.839573,55.50042425,629.85,A7,35.92432248,1.071,0.788913745,108.3971234,5.874,11.748,4,136,North,0.359243225,1.083971234,Mature,-1.023755613,35.2948
1884,A7P1,Downstream,-24.65946151,-6.56,17.81633668,207.69,292.9,173.8780979,0.593643216,71.12724951,75.48937844,75.02203844,55.75042425,603.84,A7,41.99896258,1.045,0.772515871,150.3960859,6.919,13.838,5,136,North,0.419989626,1.503960859,Mature,-0.867525268,35.2948
1888,A7P1,Downstream,-24.26715024,-6.58,17.40165312,210.4,294.1,169.1940788,0.575294386,74.79133351,76.03677476,75.56943476,56.50042425,607.81,A7,101.4075855,1.569,1.172200441,385.0557156,11.071,22.142,8,136,North,1.014075855,3.850557156,Mature,0.01397771,35.2948
1892,A15P3,Upstream,-25.10190366,-6.6,18.62482752,209.33,294.8,185.5521749,0.629417147,68.27989067,76.35608928,75.88874928,56.93792425,628.8473954,A15,99.97432496,1.304,0.649193334,519.0706389,12.854,25.708,11,134,North,0.99974325,5.190706389,Mature,-0.000256783,48.8524
1892,A7P1,Downstream,-24.4492548,-6.6,17.56518502,209.33,294.8,171.7299356,0.582530311,73.63606231,76.35608928,75.88874928,56.93792425,574.6,A7,305.0564629,2.506,1.904571686,1336.663256,20.627,41.254,13,136,North,3.050564629,13.36663256,Mature,1.115326698,35.2948
1893,A15P3,Upstream,-24.60424797,-6.6,18.12386548,209.54,294.7,178.9567769,0.607250685,72.33951445,76.31047292,75.84313292,56.87542425,594.9273944,A15,126.9526513,1.486,0.742357075,646.0232903,14.34,28.68,12,134,North,1.269526513,6.460232903,Mature,0.238644007,48.8524
1893,A7P1,Downstream,-24.25667171,-6.6,17.37132244,209.54,294.7,169.1437488,0.57395232,75.1910426,76.31047292,75.84313292,56.87542425,576.76,A7,370.1938178,2.682,2.045184102,1706.857074,23.309,46.618,14,136,North,3.701938178,17.06857074,Mature,1.308856514,35.2948
1894,A15P3,Upstream,-24.99956214,-6.61,18.51192597,209.76,294.8,184.0794591,0.624421503,69.20033805,76.35608928,75.88874928,56.93792425,629.9085852,A15,185.1879522,1.926,0.965467479,831.2112425,16.266,32.532,13,134,North,1.851879522,8.312112425,Mature,0.616201081,48.8524
1894,A7P1,Downstream,-24.74321069,-6.61,17.85120717,209.76,294.8,175.4608794,0.595186158,71.3041894,76.35608928,75.88874928,56.93792425,573.52,A7,458.3914428,2.944,2.252470449,2165.248517,26.253,52.506,15,136,North,4.583914428,21.65248517,Mature,1.522553312,35.2948
1896,A15P3,Upstream,-24.50335608,-6.62,18.00253285,210.4,294.9,177.4949972,0.601881984,73.37812675,76.40170564,75.93436564,57.00042425,630.9698472,A15,454.3921074,3.306,1.674117843,1739.081342,23.528,47.056,16,134,North,4.543921074,17.39081342,Mature,1.513790312,48.8524
1898,A15P3,Upstream,-24.87809777,-6.62,18.37977186,210.61,294.9,182.4174655,0.618573976,70.30158403,76.40170564,75.93436564,57.00042425,628.8473954,A15,308.3883387,2.001,1.016665126,2047.469681,25.529,51.058,17,134,North,3.083883387,20.47469681,Mature,1.126189643,48.8524
1898,A7P1,Downstream,-24.44343344,-6.62,17.53954523,210.61,294.9,171.4536234,0.581395807,73.87007778,76.40170564,75.93436564,57.00042425,588.22,A7,528.6908742,2.562,1.979640749,3658.219322,34.124,68.248,18,136,North,5.286908742,36.58219322,Mature,1.665233716,35.2948
1898,A7P1,Downstream,-24.55637823,-6.62,17.6532427,210.61,294.9,172.9372244,0.586426668,72.94282715,76.40170564,75.93436564,57.00042425,562.69,A7,418.7152388,1.9,1.472892056,4076.934561,36.024,72.048,19,136,North,4.187152388,40.76934561,Mature,1.432020882,35.2948
1899,A15P3,Upstream,-24.49386204,-6.63,17.98308993,210.82,295.3,177.4817016,0.601021678,73.63643653,76.58417108,76.11683108,57.25042425,590.6925862,A15,360.6069431,2.157,1.099560315,2408.076624,27.686,55.372,18,134,North,3.606069431,24.08076624,Mature,1.282618379,48.8524
1899,A7P1,Downstream,-24.2926358,-6.63,17.37785095,210.82,295.3,169.5734242,0.574241193,75.29071492,76.58417108,76.11683108,57.25042425,565.94,A7,527.8273038,2.261,1.75840473,4604.761865,38.285,76.57,20,136,North,5.278273038,46.04761865,Mature,1.663598968,35.2948
1902,A15P3,Upstream,-25.31560361,-6.64,18.80043852,211.46,296.6,188.9898259,0.637187545,67.25635881,77.17718376,76.70984376,58.06292425,584.3425373,A15,606.5092804,2.858,1.471258838,3893.443684,35.204,70.408,21,134,North,6.065092804,38.93443684,Mature,1.802549844,48.8524
1902,A7P1,Downstream,-24.44313894,-6.64,17.51946821,211.46,296.6,172.1785076,0.580507443,74.46052804,77.17718376,76.70984376,58.06292425,569.19,A7,386.3262322,1.469,1.153425462,5698.560361,42.59,85.18,23,136,North,3.863262322,56.98560361,Mature,1.351511988,35.2948
1903,A15P3,Upstream,-25.37356457,-6.65,18.84890982,211.68,297,189.881691,0.639332293,66.94894312,77.3596492,76.8923092,58.31292425,588.5756148,A15,611.0785384,2.662,1.374788446,4504.522223,37.866,75.732,22,134,North,6.110785384,45.04522223,Mature,1.810055306,48.8524
1903,A7P1,Downstream,-24.0199194,-6.65,17.08352484,211.68,297,166.6817202,0.561217913,78.14153246,77.3596492,76.8923092,58.31292425,567.02,A7,453.9865781,1.664,1.310650138,6152.546939,44.254,88.508,24,136,North,4.539865781,61.52546939,Mature,1.512897448,35.2948
1904,A15P3,Upstream,-25.15191935,-6.65,18.62578079,211.89,297.5,187.2641498,0.629459327,68.89740637,77.587731,77.120391,58.62542425,586.4589318,A15,832.5444622,3.351,1.736177931,5337.066685,41.217,82.434,23,134,North,8.325444622,53.37066685,Mature,2.119316442,48.8524
1904,A7P1,Downstream,-24.31448867,-6.65,17.38006611,211.89,297.5,170.8659145,0.574339208,75.83334305,77.587731,77.120391,58.62542425,563.77,A7,734.7656424,2.568,2.029016863,6887.312582,46.822,93.644,25,136,North,7.347656424,68.87312582,Mature,1.994381409,35.2948
1907,A15P3,Upstream,-25.74271896,-6.66,19.21066197,212.6,298.8,195.8153007,0.655339025,64.36543705,78.18074368,77.71340368,59.43792425,595.9862767,A15,738.3456003,2.506,1.310762668,7282.026496,48.145,96.29,26,134,North,7.383456003,72.82026496,Mature,1.999241822,48.8524
1907,A25P2,Upstream,-26.76863568,-6.66,20.2434571,212.6,298.8,209.470132,0.701037925,55.83116751,78.18074368,77.71340368,59.43792425,932.55,A25,40.55685846,3.593,1.785092024,40.55685846,3.593,7.186,1,109,North,0.405568585,0.405568585,Mature,-0.902465283,38.2418
1907,A7P1,Downstream,-24.86728862,-6.66,17.92668031,212.6,298.8,178.8394724,0.598525677,71.64785904,78.18074368,77.71340368,59.43792425,603.5,A7,1001.472618,2.939,2.343751713,9747.459751,55.702,111.404,28,136,North,10.01472618,97.47459751,Mature,2.304056628,35.2948
1908,A15P3,Upstream,-26.06900992,-6.67,19.52927015,212.82,299.3,200.362414,0.669436732,61.83599125,78.40882548,77.94148548,59.75042425,608.6984891,A15,1077.141738,3.438,1.803873385,8359.168234,51.583,103.166,27,134,North,10.77141738,83.59168234,Mature,2.376896087,48.8524
1908,A25P2,Upstream,-25.03054572,-6.67,18.48383289,212.82,299.3,186.517309,0.623178446,70.4891819,78.40882548,77.94148548,59.75042425,558.05,A25,92.216275,2.908,1.451349122,132.7731335,6.501,13.002,2,109,North,0.92216275,1.327731335,Mature,-0.081033553,38.2418
1908,A7P1,Downstream,-24.83620648,-6.67,17.88550278,212.82,299.3,178.5934063,0.596703663,72.10854874,78.40882548,77.94148548,59.75042425,573.52,A7,928.270358,2.592,2.073342702,10675.73011,58.294,116.588,29,136,North,9.28270358,106.7573011,Mature,2.228152838,35.2948
1909,A15P3,Upstream,-25.8205623,-6.67,19.27915426,213.1,299.7,197.3133863,0.658369657,63.99163353,78.59129092,78.12395092,60.00042425,581.1684863,A15,1122.045599,3.353,1.764747126,9481.213833,54.936,109.872,28,134,North,11.22045599,94.81213833,Mature,2.41773854,48.8524
1909,A25P2,Upstream,-25.43598978,-6.67,18.89199942,213.1,299.7,192.179302,0.641238912,67.20043626,78.59129092,78.12395092,60.00042425,556.01,A25,133.5360598,2.706,1.35663057,266.3091933,9.207,18.414,3,109,North,1.335360598,2.663091933,Mature,0.289201366,38.2418
1909,A7P1,Downstream,-24.72619807,-6.67,17.77475569,213.1,299.7,177.3634637,0.591803349,73.12280837,78.59129092,78.12395092,60.00042425,571.35,A7,852.5732463,2.283,1.831715669,11528.30336,60.577,121.154,30,136,North,8.525732463,115.2830336,Mature,2.143088939,35.2948
1912,A15P3,Upstream,-26.00588317,-6.69,19.44597675,213.74,301,200.3911063,0.665751184,62.88055854,79.1843036,78.7169636,60.81292425,592.8098461,A15,1204.964796,3.041,1.615332967,13103.8753,64.584,129.168,31,134,North,12.04964796,131.038753,Mature,2.489035445,48.8524
1912,A25P2,Upstream,-24.96043321,-6.69,18.39348563,213.74,301,186.3734148,0.61918078,71.64161576,79.1843036,78.7169636,60.81292425,554.98,A25,361.0765138,3.396,1.725308867,1089.203996,18.62,37.24,6,109,North,3.610765138,10.89203996,Mature,1.283919699,38.2418
1912,A7P1,Downstream,-24.96763222,-6.69,17.9980391,213.74,301,181.106627,0.601683146,71.58128677,79.1843036,78.7169636,60.81292425,574.6,A7,953.1111573,2.272,1.839337593,14484.88346,67.902,135.804,33,136,North,9.531111573,144.8488346,Mature,2.25456135,35.2948
1913,A15P3,Upstream,-25.90181124,-6.69,19.34120389,214.03,301.3,199.1940147,0.661115217,63.81624078,79.32115268,78.85381268,61.00042425,576.9374279,A15,1064.904383,2.573,1.370886427,14168.77969,67.157,134.314,32,134,North,10.64904383,141.6877969,Mature,2.365470107,48.8524
1913,A25P2,Upstream,-25.92159494,-6.69,19.36112084,214.03,301.3,199.4595446,0.661996497,63.65028461,79.32115268,78.85381268,61.00042425,566.26,A25,551.8101467,4.235,2.160930773,1641.014143,22.855,45.71,7,109,North,5.518101467,16.41014143,Mature,1.708033864,38.2418
1913,A7P1,Downstream,-24.92391286,-6.69,17.95402529,214.03,301.3,180.700346,0.599735632,72.01937144,79.32115268,78.85381268,61.00042425,558.36,A7,1072.085131,2.468,2.00393292,15556.96859,70.37,140.74,34,136,North,10.72085131,155.5696859,Mature,2.372190566,35.2948
1914,A15P3,Upstream,-25.33357322,-6.7,18.75926026,214.24,301.4,191.4991612,0.635365498,68.68802424,79.36676904,78.89942904,61.06292425,580.1106135,A15,980.1449642,2.284,1.220579062,15148.92465,69.441,138.882,33,134,North,9.801449642,151.4892465,Mature,2.282530297,48.8524
1914,A25P2,Upstream,-25.13740077,-6.7,18.56176459,214.24,301.4,188.865303,0.626626752,70.33418561,79.36676904,78.89942904,61.06292425,559.08,A25,637.3470753,4.075,2.08827188,2278.361218,26.93,53.86,8,109,North,6.373470753,22.78361218,Mature,1.85214418,38.2418
1914,A7P1,Downstream,-25.24799022,-6.7,18.27040191,214.24,301.4,184.9796078,0.613734598,69.40618537,79.36676904,78.89942904,61.06292425,582.18,A7,858.2338685,1.915,1.559495582,16415.20245,72.285,144.57,35,136,North,8.582338685,164.1520245,Mature,2.14970645,35.2948
1917,A15P3,Upstream,-26.02977864,-6.71,19.45029009,214.95,302.4,201.3808727,0.665942039,63.13695459,79.82293264,79.35559264,61.68792425,600.2225271,A15,1192.566994,2.508,1.352306383,18594.10199,76.933,153.866,36,134,North,11.92566994,185.9410199,Mature,2.478693215,48.8524
1917,A25P2,Upstream,-24.6027396,-6.71,18.01361093,214.95,302.4,182.1573427,0.602372165,75.15166081,79.82293264,79.35559264,61.68792425,614.77,A25,621.9893902,2.886,1.497879213,4013.804131,35.744,71.488,11,109,North,6.219893902,40.13804131,Mature,1.827752849,38.2418
1917,A7P1,Downstream,-24.52049736,-6.71,17.52811098,214.95,302.4,175.6610957,0.580889867,75.844085,79.82293264,79.35559264,61.68792425,589.92,A7,875.5911271,1.834,1.506614926,18578.63691,76.901,153.802,38,136,North,8.755911271,185.7863691,Mature,2.169729046,35.2948
1918,A15P3,Upstream,-26.39131155,-6.71,19.81426527,215.16,302.8,206.5238727,0.682047136,60.17257954,80.00539808,79.53805808,61.93792425,622.4817706,A15,1457.33894,2.958,1.599643042,20051.44093,79.891,159.782,37,134,North,14.5733894,200.5144093,Mature,2.679197222,48.8524
1918,A25P2,Upstream,-25.17613594,-6.71,18.59088075,215.16,302.8,190.1326854,0.627915077,70.4170716,80.00539808,79.53805808,61.93792425,560.1,A25,789.0941341,3.356,1.749089391,4802.898265,39.1,78.2,12,109,North,7.890941341,48.02898265,Mature,2.065715436,38.2418
1918,A7P1,Downstream,-24.9464521,-6.71,17.95694319,215.16,302.8,181.6390441,0.599864743,72.35341253,80.00539808,79.53805808,61.93792425,578.93,A7,486.8142955,1.001,0.824679109,19065.45121,77.902,155.804,39,136,North,4.868142955,190.6545121,Mature,1.582712541,35.2948
1919,A15P3,Upstream,-25.95185094,-6.72,19.36196333,215.45,303,200.5962341,0.662033776,64.0023537,80.0966308,79.6292908,62.06292425,592.8098461,A15,1414.042537,2.769,1.501819515,21465.48347,82.66,165.32,38,134,North,14.14042537,214.6548347,Mature,2.649037743,48.8524
1919,A25P2,Upstream,-25.41820283,-6.72,18.82470485,215.45,303,193.3931667,0.638261276,68.50427078,80.0966308,79.6292908,62.06292425,572.41,A25,992.4055573,3.85,2.014862499,5795.303822,42.95,85.9,13,109,North,9.924055573,57.95303822,Mature,2.294961666,38.2418
1919,A7P1,Downstream,-24.76921089,-6.72,17.76861599,215.45,303,179.2340993,0.591531681,73.97924173,80.0966308,79.6292908,62.06292425,568.1,A7,636.1501348,1.289,1.064987922,19701.60134,79.191,158.382,40,136,North,6.361501348,197.0160134,Mature,1.850264411,35.2948
1922,A15P3,Upstream,-25.24352836,-6.73,18.63896862,216.16,304.1,191.5960335,0.630042859,70.31497907,80.59841076,80.13107076,62.75042425,555.7994423,A15,1324.25443,2.369,1.296061224,25532.36061,90.151,180.302,41,134,North,13.2425443,255.3236061,Mature,2.5834347,48.8524
1922,A25P2,Upstream,-26.72979812,-6.73,20.13530875,216.16,304.1,211.7304155,0.696252599,57.73099031,80.59841076,80.13107076,62.75042425,572.41,A25,973.9194114,2.991,1.584519827,8931.28327,53.319,106.638,16,109,North,9.739194114,89.3128327,Mature,2.276158374,38.2418
1922,A7P1,Downstream,-24.65866733,-6.73,17.64743456,216.16,304.1,178.254197,0.586169671,75.26689615,80.59841076,80.13107076,62.75042425,569.19,A7,668.3475733,1.29,1.074885093,21696.18007,83.103,166.206,43,136,North,6.683475733,216.9618007,Mature,1.899638172,35.2948
1923,A15P3,Upstream,-25.01622248,-6.74,18.4002401,216.37,304.5,188.6315535,0.61947965,72.41777904,80.7808762,80.3135362,63.00042425,545.2412661,A15,1687.210942,2.931,1.608115082,27219.57156,93.082,186.164,42,134,North,16.87210942,272.1957156,Mature,2.825661928,48.8524
1923,A25P2,Upstream,-25.87967528,-6.74,19.26955206,216.37,304.5,200.344186,0.657944781,65.09738378,80.7808762,80.3135362,63.00042425,546.79,A25,1104.212012,3.2,1.702034834,10035.49528,56.519,113.038,17,109,North,11.04212012,100.3549528,Mature,2.401717062,38.2418
1923,A7P1,Downstream,-24.10497343,-6.74,17.08009326,216.37,304.5,170.8446193,0.561066073,80.14339326,80.7808762,80.3135362,63.00042425,564.86,A7,1280.393128,2.417,2.019584836,22976.5732,85.52,171.04,44,136,North,12.80393128,229.765732,Mature,2.549752255,35.2948
1924,A15P3,Upstream,-25.16155506,-6.74,18.54655887,216.66,304.9,190.8533539,0.625953932,71.2791538,80.96334164,80.49600164,63.25042425,555.7994423,A15,1987.238548,3.338,1.836629004,29206.8101,96.42,192.84,43,134,North,19.87238548,292.068101,Mature,2.989331104,48.8524
1924,A25P2,Upstream,-25.12854147,-6.74,18.51332126,216.66,304.9,190.4049403,0.624483241,71.55941231,80.96334164,80.49600164,63.25042425,561.13,A25,1171.553835,3.208,1.713074455,11207.04912,59.727,119.454,18,109,North,11.71553835,112.0704912,Mature,2.460916025,38.2418
1924,A7P1,Downstream,-24.6407204,-6.74,17.61947567,216.66,304.9,178.345935,0.584932552,75.70061618,80.96334164,80.49600164,63.25042425,564.86,A7,1284.510792,2.358,1.97576657,24261.08399,87.878,175.756,45,136,North,12.84510792,242.6108399,Mature,2.552963032,35.2948
1927,A15P3,Upstream,-25.46592835,-6.75,18.84311941,217.37,306.2,195.6850957,0.63907608,69.07181521,81.55635432,81.08901432,64.06292425,552.6312323,A15,1178.499495,1.83,1.015420862,33594.37374,103.409,206.818,46,134,North,11.78499495,335.9437374,Mature,2.466827108,48.8524
1927,A25P2,Upstream,-24.85913177,-6.75,18.23219911,217.37,306.2,187.4079367,0.612044209,74.24503958,81.55635432,81.08901432,64.06292425,1145.09,A25,1259.17096,2.957,1.59765449,15066.13903,69.251,138.502,21,109,North,12.5917096,150.6613903,Mature,2.533038629,38.2418
1927,A7P1,Downstream,-24.34424605,-6.75,17.31109595,217.37,306.2,174.9282115,0.571287431,78.63468093,81.55635432,81.08901432,64.06292425,563.36,A7,1044.354038,1.799,1.519855992,27342.52891,93.292,186.584,48,136,North,10.44354038,273.4252891,Mature,2.345983642,35.2948
1928,A15P3,Upstream,-25.53057007,-6.76,18.89832273,217.58,306.6,196.6896349,0.641518705,68.69397817,81.73881976,81.27147976,64.31292425,544.1858451,A15,1027.83223,1.57,0.873576667,34622.20597,104.979,209.958,47,134,North,10.2783223,346.2220597,Mature,2.330037046,48.8524
1928,A25P2,Upstream,-25.30797807,-6.76,18.67421577,217.58,306.6,193.6493166,0.631602468,70.59417714,81.73881976,81.27147976,64.31292425,550.88,A25,1054.723619,2.383,1.292486352,16120.86265,71.634,143.268,22,109,North,10.54723619,161.2086265,Mature,2.355863853,38.2418
1928,A7P1,Downstream,-24.4037968,-6.76,17.36115823,217.58,306.6,175.83589,0.573502577,78.31289264,81.73881976,81.27147976,64.31292425,576.76,A7,668.1644845,1.133,0.959801318,28010.69339,94.425,188.85,49,136,North,6.681644845,280.1069339,Mature,1.899364192,35.2948
1929,A15P3,Upstream,-24.99694357,-6.76,18.36106437,217.79,307.2,189.771636,0.617746211,73.39272752,82.01251792,81.54517792,64.68792425,557.9119429,A15,1151.855773,1.732,0.966382323,35774.06174,106.711,213.422,48,134,North,11.51855773,357.7406174,Mature,2.44395945,48.8524
1929,A25P2,Upstream,-24.79615377,-6.76,18.15890799,217.79,307.2,187.0237404,0.608801238,75.11016223,82.01251792,81.54517792,64.68792425,544.74,A25,1098.776017,2.401,1.307229128,17219.63867,74.035,148.07,23,109,North,10.98776017,172.1963867,Mature,2.396781941,38.2418
1929,A7P1,Downstream,-24.71682856,-6.76,17.67632049,217.79,307.2,180.463967,0.587447809,75.78866217,82.01251792,81.54517792,64.68792425,577.85,A7,625.2181055,1.048,0.890197747,28635.9115,95.473,190.946,50,136,North,6.252181055,286.359115,Mature,1.832930372,35.2948
1932,A15P3,Upstream,-24.68471905,-6.78,18.02694171,218.43,308.3,185.8931916,0.602962023,76.50425524,82.51429788,82.04695788,65.37542425,554.7433002,A15,2090.004238,2.959,1.664584854,40752.24741,113.894,227.788,51,134,North,20.90004238,407.5224741,Mature,3.039751187,48.8524
1932,A25P2,Upstream,-24.56256672,-6.78,17.90395554,218.43,308.3,184.2154643,0.597520157,77.55283483,82.51429788,82.04695788,65.37542425,544.74,A25,1419.916213,2.774,1.527440541,21565.83853,82.853,165.706,26,109,North,14.19916213,215.6583853,Mature,2.653182958,38.2418
1932,A7P1,Downstream,-24.26155232,-6.78,17.19815582,218.43,308.3,174.5872318,0.56629008,80.13680157,82.51429788,82.04695788,65.37542425,580.01,A7,1097.971,1.754,1.501891398,31734.02858,100.505,201.01,53,136,North,10.97971,317.3402858,Mature,2.396049024,35.2948
1933,A15P3,Upstream,-24.28972256,-6.78,17.62924887,218.65,308.9,180.8192467,0.585364994,80.05047082,82.78799604,82.32065604,65.75042425,551.5753065,A15,1965.32516,2.714,1.530892138,42717.57257,116.608,233.216,52,134,North,19.6532516,427.1757257,Mature,2.9782428,48.8524
1933,A25P2,Upstream,-24.94610828,-6.78,18.29011526,218.65,308.9,189.8520621,0.61460687,74.40496117,82.78799604,82.32065604,65.75042425,544.74,A25,1487.10001,2.809,1.552451754,23052.93854,85.662,171.324,27,109,North,14.8710001,230.5293854,Mature,2.699413014,38.2418
1933,A7P1,Downstream,-24.14231465,-6.78,17.0781042,218.65,308.9,173.2861233,0.560978062,81.3183119,82.78799604,82.32065604,65.75042425,575.68,A7,799.3881279,1.258,1.080036707,32533.41671,101.763,203.526,54,136,North,7.993881279,325.3341671,Mature,2.078676409,35.2948
1934,A15P3,Upstream,-24.64397992,-6.78,17.98592449,218.86,309.3,185.9347984,0.601147101,77.10325099,82.97046148,82.50312148,66.00042425,549.4636712,A15,1867.774963,2.522,1.426419598,44585.34754,119.13,238.26,53,134,North,18.67774963,445.8534754,Mature,2.927332956,48.8524
1934,A25P2,Upstream,-24.78758394,-6.78,18.13050879,218.86,309.3,187.9135561,0.607544637,75.86652742,82.97046148,82.50312148,66.00042425,551.91,A25,1589.514288,2.904,1.61086696,24642.45283,88.566,177.132,28,109,North,15.89514288,246.4245283,Mature,2.766013583,38.2418
1934,A7P1,Downstream,-24.24448142,-6.78,17.18096839,218.86,309.3,174.9182974,0.565529575,80.54374808,82.97046148,82.50312148,66.00042425,573.52,A7,574.7757231,0.895,0.770413345,33108.19243,102.658,205.316,55,136,North,5.747757231,331.0819243,Mature,1.748809732,35.2948
1937,A15P3,Upstream,-24.76632369,-6.8,18.08933114,219.43,310.6,188.1374448,0.605722617,76.539097,83.56347416,83.09613416,66.81292425,546.2967592,A15,1758.291063,2.258,1.287334338,49136.09197,125.062,250.124,56,134,North,17.58291063,491.3609197,Mature,2.866927443,48.8524
1937,A25P2,Upstream,-24.59025737,-6.8,17.91205937,219.43,310.6,185.7011346,0.597878733,78.06179089,83.56347416,83.09613416,66.81292425,886.6,A25,1270.081118,2.148,1.204531462,28460.41796,95.18,190.36,31,109,North,12.70081118,284.6041796,Mature,2.541665864,38.2418
1937,A7P1,Downstream,-24.31278702,-6.8,17.22995068,219.43,310.6,176.3266674,0.567696933,80.46146851,83.56347416,83.09613416,66.81292425,573.48,A7,995.7607154,1.492,1.294382375,35945.23969,106.966,213.932,58,136,North,9.957607154,359.4523969,Mature,2.298336797,35.2948
1938,A15P3,Upstream,-24.74657818,-6.8,18.06945044,219.64,311,188.1061543,0.60484294,76.80865355,83.7459396,83.2785996,67.06292425,544.1858451,A15,1338.546776,1.692,0.96718747,50474.63875,126.754,253.508,57,134,North,13.38546776,504.7463875,Mature,2.594169623,48.8524
1938,A25P2,Upstream,-24.69307083,-6.8,18.01557675,219.64,311,187.3647951,0.602459148,77.27200305,83.7459396,83.2785996,67.06292425,542.69,A25,1870.511064,3.078,1.732222019,30330.92902,98.258,196.516,32,109,North,18.70511064,303.3092902,Mature,2.928796783,38.2418
1938,A7P1,Downstream,-24.20388858,-6.8,17.12030667,219.64,311,175.044928,0.562845428,81.50810054,83.7459396,83.2785996,67.06292425,574.6,A7,737.6654581,1.092,0.949807792,36682.90515,108.058,216.116,59,136,North,7.376654581,366.8290515,Mature,1.998320227,35.2948
1939,A15P3,Upstream,-25.1400909,-6.81,18.45577473,219.86,311.2,193.5467741,0.621936935,73.53326619,83.83717232,83.36983232,67.18792425,544.1858451,A15,1539.896919,1.919,1.099821438,52014.53567,128.673,257.346,58,134,North,15.39896919,520.1453567,Mature,2.734300571,48.8524
1939,A25P2,Upstream,-25.04548004,-6.81,18.36051515,219.86,311.2,192.2350581,0.617721909,74.35308866,83.83717232,83.36983232,67.18792425,556.01,A25,1389.839622,2.226,1.257187826,31720.76864,100.484,200.968,33,109,North,13.89839622,317.2076864,Mature,2.631773454,38.2418
1939,A7P1,Downstream,-24.16765852,-6.81,17.073932,219.86,311.2,174.518922,0.560793451,81.95959185,83.83717232,83.36983232,67.18792425,564.86,A7,456.9888757,0.671,0.585125724,37139.89403,108.729,217.458,60,136,North,4.569888757,371.3989403,Mature,1.519488863,35.2948
1947,A15P3,Upstream,-24.94105653,-6.84,18.22572046,221.21,310.4,189.8895412,0.611757542,75.31903678,83.47224144,83.00490144,66.68792425,555.7994423,A15,1499.711701,1.661,0.97163674,65625.38855,144.531,289.062,66,134,North,14.99711701,656.2538855,Mature,2.707857983,48.8524
1947,A17P5,Upstream,-25.79517543,-6.84,19.08572177,221.21,310.4,201.7012406,0.649810698,67.93672466,83.47224144,83.00490144,66.68792425,556.86,A17,128.9537233,1.335,0.292231212,808.3747699,16.041,32.082,10,78,North,1.289537233,8.083747699,Young,0.25428342,61.3886
1947,A25P2,Upstream,-24.85774112,-6.84,18.14183125,221.21,310.4,188.7373637,0.60804563,76.03914771,83.47224144,83.00490144,66.68792425,559.31,A25,2143.891643,2.915,1.692216841,44123.21995,118.511,237.022,41,109,North,21.43891643,441.2321995,Mature,3.065207795,38.2418
1947,A7P1,Downstream,-24.45690537,-6.84,17.33548005,221.21,310.4,177.6625225,0.572366374,79.50364735,83.47224144,83.00490144,66.68792425,583.29,A7,1090.734564,1.445,1.285592623,45888.1637,120.858,241.716,68,136,North,10.90734564,458.881637,Mature,2.389436474,35.2948
1948,A15P3,Upstream,-25.14135996,-6.85,18.41751997,221.42,310.5,192.5858386,0.620244247,73.69635091,83.5178578,83.0505178,66.75042425,557.9119429,A15,1409.619002,1.544,0.905455964,67035.00755,146.075,292.15,67,134,North,14.09619002,670.3500755,Mature,2.64590455,48.8524
1948,A17P5,Upstream,-25.7669691,-6.85,19.04744409,221.42,310.5,201.240327,0.648116995,68.28729561,83.5178578,83.0505178,66.75042425,553.69,A17,217.2063954,2.027,0.446238185,1025.581165,18.068,36.136,11,78,North,2.172063954,10.25581165,Young,0.775677846,61.3886
1948,A25P2,Upstream,-24.78739978,-6.85,18.06111844,221.42,310.5,187.68926,0.604474267,76.7567125,83.5178578,83.0505178,66.75042425,548.83,A25,1968.681408,2.615,1.523129427,46091.90136,121.126,242.252,42,109,North,19.68681408,460.9190136,Mature,2.979949076,38.2418
1948,A7P1,Downstream,-24.44689009,-6.85,17.31550127,221.42,310.5,177.4452719,0.571482357,79.70078032,83.5178578,83.0505178,66.75042425,574.6,A7,770.937403,1.011,0.901677293,46659.1011,121.869,243.738,69,136,North,7.70937403,466.591011,Mature,2.042436995,35.2948
1949,A15P3,Upstream,-25.55905982,-6.85,18.83810081,221.71,310.9,198.6197142,0.638854018,70.1751786,83.70032324,83.23298324,67.00042425,550.5194528,A15,1550.798205,1.68,0.98766499,68585.80576,147.755,295.51,68,134,North,15.50798205,685.8580576,Mature,2.741354862,48.8524
1949,A17P5,Upstream,-25.60335076,-6.85,18.88269724,221.71,310.9,199.2332111,0.640827311,69.79174307,83.70032324,83.23298324,67.00042425,557.91,A17,277.085786,2.295,0.508084087,1302.666951,20.363,40.726,12,78,North,2.77085786,13.02666951,Young,1.019156969,61.3886
